SURVEY: DES   
SNID:   46288   
IAUC:    UNKNOWN 
SNTYPE:  -9 
FILTERS: griz 
RA:      48.000000  deg 
DECL:    0.000000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0713    MW E(B-V) 
REDSHIFT_SPEC:    -9.0000 +-  9.0000  
 
HOST_GALAXY_GALID:   19395 
HOST_GALAXY_PHOTO-Z:   0.8100  +- 0.0132  




# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 108 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56208.160  g NULL   1.823e-01   2.972e+00  
OBS:  56208.176  r NULL   1.356e-01   2.429e+00  
OBS:  56208.191  z NULL  -1.009e+00   4.938e+00  
OBS:  56210.156  i NULL  -1.875e+01   7.034e+00  
OBS:  56216.164  g NULL  -1.020e-01   2.687e+00  
OBS:  56216.176  r NULL   4.702e+00   2.042e+00  
OBS:  56216.191  z NULL   8.857e+00   4.050e+00  
OBS:  56219.211  i NULL   1.297e+01   3.005e+00  
OBS:  56221.148  g NULL   1.088e+01   1.592e+01  
OBS:  56221.160  r NULL   1.035e+01   6.058e+00  
OBS:  56221.176  z NULL   1.927e+01   1.540e+01  
OBS:  56222.105  i NULL   7.716e+00   9.197e+00  
OBS:  56222.312  g NULL  -4.840e+00   4.105e+00  
OBS:  56222.324  r NULL   1.734e+01   1.518e+01  
OBS:  56222.340  z NULL  -1.075e+01   4.086e+01  
OBS:  56228.297  g NULL  -1.198e+01   1.503e+01  
OBS:  56228.305  r NULL   1.363e+01   5.506e+00  
OBS:  56228.312  i NULL   3.596e+00   9.418e+00  
OBS:  56228.320  z NULL   2.990e+01   5.831e+00  
OBS:  56229.320  g NULL   2.461e+01   1.406e+01  
OBS:  56229.332  r NULL   7.865e+00   7.259e+00  
OBS:  56229.348  i NULL   4.356e+01   1.298e+01  
OBS:  56230.070  z NULL   3.249e+01   7.163e+00  
OBS:  56230.316  g NULL  -3.333e+00   1.368e+01  
OBS:  56230.328  r NULL   2.149e+01   6.691e+00  
OBS:  56230.344  i NULL   1.041e+01   1.240e+01  
OBS:  56231.301  g NULL   2.265e+01   1.167e+01  
OBS:  56231.316  r NULL   1.993e+01   6.037e+00  
OBS:  56231.328  i NULL   4.178e+01   1.050e+01  
OBS:  56231.344  z NULL   2.593e+01   5.815e+00  
OBS:  56235.297  g NULL  -8.197e+00   9.641e+00  
OBS:  56235.312  r NULL   2.071e+01   4.686e+00  
OBS:  56235.324  i NULL   3.559e+01   6.685e+00  
OBS:  56235.340  z NULL   4.001e+01   6.795e+00  
DETECTION:  6 MJDs satisfy g+r+i+z 
OBS:  56236.312  g NULL  -4.650e+00   7.813e+00  
OBS:  56236.324  r NULL   1.396e+01   3.749e+00  
OBS:  56236.340  i NULL   3.238e+01   6.122e+00  
OBS:  56237.074  z NULL   4.877e+01   7.074e+00  
OBS:  56237.340  g NULL   2.015e+01   1.182e+01  
OBS:  56238.051  r NULL   2.218e+01   4.341e+00  
OBS:  56238.059  i NULL   3.902e+01   5.529e+00  
OBS:  56238.340  g NULL  -1.163e+01   1.063e+01  
OBS:  56243.047  z NULL   4.834e+01   8.379e+00  
OBS:  56243.320  g NULL  -2.080e+00   4.204e+00  
OBS:  56243.336  r NULL   1.187e+01   3.316e+00  
OBS:  56244.039  i NULL   3.369e+01   7.071e+00  
OBS:  56244.309  g NULL   7.590e+00   4.129e+00  
OBS:  56244.320  r NULL   1.275e+01   3.243e+00  
OBS:  56245.047  z NULL   3.583e+01   5.061e+00  
OBS:  56245.320  g NULL   1.306e+00   4.233e+00  
OBS:  56246.055  r NULL   1.088e+01   2.404e+00  
OBS:  56246.070  i NULL   2.767e+01   3.935e+00  
OBS:  56247.223  g NULL   2.627e+00   2.984e+00  
OBS:  56247.230  z NULL   3.672e+01   4.445e+00  
OBS:  56248.305  r NULL   9.416e+00   2.392e+00  
OBS:  56248.316  i NULL   3.034e+01   4.279e+00  
OBS:  56258.152  g NULL   1.442e+01   1.264e+01  
OBS:  56258.168  z NULL   2.543e+01   6.005e+00  
OBS:  56258.273  r NULL   1.043e+01   7.782e+00  
OBS:  56258.281  i NULL   2.108e+01   1.263e+01  
OBS:  56261.266  g NULL  -1.098e+01   1.009e+01  
OBS:  56261.273  r NULL   9.219e+00   4.191e+00  
OBS:  56261.281  i NULL  -1.119e+00   7.033e+00  
OBS:  56261.289  z NULL   3.078e+01   4.929e+00  
OBS:  56275.152  g NULL   1.884e+00   3.310e+00  
OBS:  56275.172  r NULL   2.288e+00   2.242e+00  
OBS:  56275.191  i NULL   3.941e+00   4.496e+00  
OBS:  56275.203  z NULL   2.635e+01   5.350e+00  
OBS:  56283.203  g NULL  -1.205e+01   6.289e+00  
OBS:  56283.211  r NULL  -1.518e+00   3.326e+00  
OBS:  56283.215  i NULL   3.330e+00   5.818e+00  
OBS:  56283.223  z NULL   4.297e+00   5.045e+00  
OBS:  56288.199  g NULL   2.133e+01   1.180e+01  
OBS:  56288.215  r NULL  -1.123e+01   6.184e+00  
OBS:  56289.109  i NULL  -8.417e+00   7.083e+00  
OBS:  56289.125  z NULL  -3.739e+00   5.424e+00  
OBS:  56292.098  g NULL  -3.663e+01   1.167e+01  
OBS:  56292.102  r NULL   7.125e+00   4.829e+00  
OBS:  56292.191  i NULL   6.338e+00   5.602e+00  
OBS:  56292.199  z NULL   1.996e+01   5.172e+00  
OBS:  56304.051  g NULL   2.954e-01   2.480e+00  
OBS:  56304.055  r NULL   2.068e+00   1.658e+00  
OBS:  56304.070  i NULL   2.170e+00   2.509e+00  
OBS:  56304.086  z NULL   7.509e+00   3.937e+00  
OBS:  56312.055  g NULL  -5.259e+00   7.568e+00  
OBS:  56312.066  r NULL   2.820e+00   2.963e+00  
OBS:  56312.090  i NULL   4.039e+00   5.021e+00  
OBS:  56312.113  z NULL   2.103e-01   5.429e+00  
OBS:  56320.043  g NULL   6.792e+00   6.170e+00  
OBS:  56320.051  r NULL   9.501e-01   2.490e+00  
OBS:  56320.059  i NULL   1.590e+00   3.654e+00  
OBS:  56320.070  z NULL   3.369e+00   4.395e+00  
OBS:  56328.047  g NULL   3.485e+00   3.352e+00  
OBS:  56328.055  r NULL   6.176e+00   2.406e+00  
OBS:  56328.070  i NULL   8.817e-01   4.046e+00  
OBS:  56328.086  z NULL   8.703e+00   6.784e+00  
OBS:  56336.062  g NULL  -2.225e+00   3.701e+00  
OBS:  56336.082  r NULL  -4.398e-01   3.007e+00  
OBS:  56337.062  i NULL   5.088e+00   2.929e+00  
OBS:  56337.078  z NULL   9.874e+00   3.751e+00  
OBS:  56345.039  g NULL  -3.336e+00   7.139e+00  
OBS:  56345.055  r NULL   6.146e+00   3.772e+00  
OBS:  56346.055  i NULL   2.742e+00   5.987e+00  
OBS:  56348.027  z NULL   4.031e+00   5.020e+00  
OBS:  56350.023  g NULL  -7.214e-01   6.829e+00  
OBS:  56350.027  r NULL  -8.291e-01   3.936e+00  
OBS:  56350.035  i NULL   7.915e+00   6.683e+00  
OBS:  56351.023  z NULL   5.884e+00   6.098e+00  
END: 
