SURVEY: DES   
SNID:   52379   
IAUC:    UNKNOWN 
SNTYPE:  -9 
FILTERS: griz 
RA:      48.000000  deg 
DECL:    0.000000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0713    MW E(B-V) 
REDSHIFT_SPEC:    -9.0000 +-  9.0000  
 
HOST_GALAXY_GALID:   19245 
HOST_GALAXY_PHOTO-Z:   0.5169  +- 0.0261  




# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 44 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56275.152  g NULL   1.495e+00   3.310e+00  
OBS:  56275.172  r NULL   3.661e+00   2.240e+00  
OBS:  56275.191  i NULL  -2.773e+00   4.492e+00  
OBS:  56275.203  z NULL  -6.667e+00   5.326e+00  
OBS:  56283.203  g NULL   1.304e+00   6.299e+00  
OBS:  56283.211  r NULL   7.154e+00   3.333e+00  
OBS:  56283.215  i NULL   1.191e+01   5.825e+00  
OBS:  56283.223  z NULL   4.331e+00   5.044e+00  
OBS:  56288.199  g NULL   1.715e+01   1.181e+01  
OBS:  56288.215  r NULL   2.762e+01   6.210e+00  
OBS:  56289.109  i NULL   1.702e+01   7.094e+00  
OBS:  56289.125  z NULL   7.664e+00   5.427e+00  
OBS:  56292.098  g NULL   2.121e+01   1.170e+01  
OBS:  56292.102  r NULL   2.029e+01   4.865e+00  
OBS:  56292.191  i NULL   2.058e+01   5.623e+00  
OBS:  56292.199  z NULL   2.224e+01   5.177e+00  
OBS:  56304.051  g NULL   9.710e+00   2.521e+00  
OBS:  56304.055  r NULL   1.837e+01   1.719e+00  
OBS:  56304.070  i NULL   1.355e+01   2.534e+00  
OBS:  56304.086  z NULL   2.417e+01   3.964e+00  
DETECTION:  6 MJDs satisfy g+r+i+z 
OBS:  56312.055  g NULL  -3.448e+00   7.573e+00  
OBS:  56312.066  r NULL   1.562e+01   2.988e+00  
OBS:  56312.090  i NULL   1.889e+01   5.039e+00  
OBS:  56312.113  z NULL   2.536e+01   5.452e+00  
OBS:  56320.043  g NULL  -3.406e+00   6.171e+00  
OBS:  56320.051  r NULL   1.138e+01   2.508e+00  
OBS:  56320.059  i NULL   2.246e+01   3.685e+00  
OBS:  56320.070  z NULL   1.981e+01   4.413e+00  
OBS:  56328.047  g NULL   1.866e+00   3.353e+00  
OBS:  56328.055  r NULL   8.396e+00   2.417e+00  
OBS:  56328.070  i NULL   1.950e+01   4.069e+00  
OBS:  56328.086  z NULL   2.050e+01   6.794e+00  
OBS:  56336.062  g NULL  -4.777e+00   3.702e+00  
OBS:  56336.082  r NULL   1.069e+01   3.018e+00  
OBS:  56337.062  i NULL   1.546e+01   2.949e+00  
OBS:  56337.078  z NULL   6.631e+00   3.751e+00  
OBS:  56345.039  g NULL  -6.611e+00   7.140e+00  
OBS:  56345.055  r NULL   4.041e-01   3.773e+00  
OBS:  56346.055  i NULL   1.167e+01   5.994e+00  
OBS:  56348.027  z NULL   1.120e+01   5.025e+00  
OBS:  56350.023  g NULL   5.203e+00   6.830e+00  
OBS:  56350.027  r NULL   5.038e+00   3.939e+00  
OBS:  56350.035  i NULL   1.770e+01   6.693e+00  
OBS:  56351.023  z NULL   7.635e+00   6.099e+00  
END: 
