SURVEY: DES   
SNID:   5039   
IAUC:    UNKNOWN 
SNTYPE:  1 
FILTERS: griz 
RA:      48.000000  deg 
DECL:    0.000000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0713    MW E(B-V) 
REDSHIFT_SPEC:     0.3402 +-  0.0050  
 
HOST_GALAXY_GALID:   16948 
HOST_GALAXY_PHOTO-Z:   0.3538  +- 0.0547  




# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 92 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56216.164  g NULL   1.642e+01   2.763e+00  
OBS:  56216.176  r NULL   3.080e+01   2.147e+00  
OBS:  56216.191  z NULL   3.324e+01   4.099e+00  
OBS:  56219.211  i NULL   4.837e+01   3.153e+00  
OBS:  56221.148  g NULL   4.680e+01   1.603e+01  
OBS:  56221.160  r NULL   8.428e+01   6.315e+00  
OBS:  56221.176  z NULL   8.503e+01   1.549e+01  
DETECTION:  6 MJDs satisfy g+r+i+z 
OBS:  56222.105  i NULL   8.341e+01   9.346e+00  
OBS:  56222.312  g NULL   6.716e+01   4.464e+00  
OBS:  56222.324  r NULL   1.274e+02   1.544e+01  
OBS:  56222.340  z NULL   5.397e+01   4.089e+01  
OBS:  56228.297  g NULL   1.107e+02   1.528e+01  
OBS:  56228.305  r NULL   1.792e+02   6.493e+00  
OBS:  56228.312  i NULL   1.270e+02   9.733e+00  
OBS:  56228.320  z NULL   1.488e+02   6.449e+00  
OBS:  56229.320  g NULL   9.190e+01   1.424e+01  
OBS:  56229.332  r NULL   1.922e+02   8.142e+00  
OBS:  56229.348  i NULL   1.431e+02   1.324e+01  
OBS:  56230.070  z NULL   1.629e+02   7.770e+00  
OBS:  56230.316  g NULL   1.076e+02   1.392e+01  
OBS:  56230.328  r NULL   1.895e+02   7.608e+00  
OBS:  56230.344  i NULL   1.314e+02   1.266e+01  
OBS:  56231.301  g NULL   1.270e+02   1.200e+01  
OBS:  56231.316  r NULL   1.873e+02   7.026e+00  
OBS:  56231.328  i NULL   1.634e+02   1.093e+01  
OBS:  56231.344  z NULL   1.763e+02   6.677e+00  
OBS:  56235.297  g NULL   1.290e+02   1.006e+01  
OBS:  56235.312  r NULL   2.164e+02   6.245e+00  
OBS:  56235.324  i NULL   1.680e+02   7.389e+00  
OBS:  56235.340  z NULL   1.656e+02   7.440e+00  
OBS:  56236.312  g NULL   1.201e+02   8.267e+00  
OBS:  56236.324  r NULL   2.061e+02   5.441e+00  
OBS:  56236.340  i NULL   1.687e+02   6.897e+00  
OBS:  56237.074  z NULL   1.668e+02   7.687e+00  
OBS:  56237.340  g NULL   1.177e+02   1.219e+01  
OBS:  56238.051  r NULL   2.043e+02   5.835e+00  
OBS:  56238.059  i NULL   1.807e+02   6.476e+00  
OBS:  56238.340  g NULL   9.926e+01   1.096e+01  
OBS:  56243.047  z NULL   1.339e+02   8.707e+00  
OBS:  56243.320  g NULL   7.946e+01   4.616e+00  
OBS:  56243.336  r NULL   1.816e+02   4.815e+00  
OBS:  56244.039  i NULL   1.498e+02   7.610e+00  
OBS:  56244.309  g NULL   7.639e+01   4.525e+00  
OBS:  56244.320  r NULL   1.674e+02   4.576e+00  
OBS:  56245.047  z NULL   1.507e+02   5.763e+00  
OBS:  56245.320  g NULL   6.523e+01   4.618e+00  
OBS:  56246.055  r NULL   1.718e+02   4.085e+00  
OBS:  56246.070  i NULL   1.481e+02   4.829e+00  
OBS:  56247.223  g NULL   6.211e+01   3.382e+00  
OBS:  56247.230  z NULL   1.324e+02   5.053e+00  
OBS:  56248.305  r NULL   1.475e+02   3.729e+00  
OBS:  56248.316  i NULL   1.348e+02   4.972e+00  
OBS:  56258.152  g NULL   1.019e+01   1.265e+01  
OBS:  56258.168  z NULL   9.540e+01   6.254e+00  
OBS:  56258.273  r NULL   6.781e+01   7.904e+00  
OBS:  56258.281  i NULL   8.733e+01   1.274e+01  
OBS:  56261.266  g NULL   1.301e+01   1.011e+01  
OBS:  56261.273  r NULL   6.628e+01   4.397e+00  
OBS:  56261.281  i NULL   7.338e+01   7.184e+00  
OBS:  56261.289  z NULL   8.960e+01   5.183e+00  
OBS:  56275.152  g NULL   4.626e+00   3.331e+00  
OBS:  56275.172  r NULL   2.976e+01   2.340e+00  
OBS:  56275.191  i NULL   5.260e+01   4.626e+00  
OBS:  56275.203  z NULL   8.376e+01   5.561e+00  
OBS:  56283.203  g NULL   1.063e+01   6.295e+00  
OBS:  56283.211  r NULL   2.010e+01   3.363e+00  
OBS:  56283.215  i NULL   4.314e+01   5.889e+00  
OBS:  56283.223  z NULL   6.283e+01   5.188e+00  
OBS:  56288.199  g NULL   1.115e+01   1.180e+01  
OBS:  56288.215  r NULL   1.507e+01   6.195e+00  
OBS:  56289.109  i NULL   3.528e+01   7.122e+00  
OBS:  56289.125  z NULL   3.933e+01   5.480e+00  
OBS:  56292.098  g NULL   1.562e+01   1.166e+01  
OBS:  56292.102  r NULL   1.540e+01   4.856e+00  
OBS:  56292.191  i NULL   3.251e+01   5.647e+00  
OBS:  56292.199  z NULL   3.426e+01   5.205e+00  
OBS:  56304.051  g NULL   6.261e+00   2.496e+00  
OBS:  56304.055  r NULL   1.926e+01   1.720e+00  
OBS:  56304.070  i NULL   2.263e+01   2.564e+00  
OBS:  56304.086  z NULL   1.472e+01   3.950e+00  
OBS:  56312.055  g NULL   1.050e+01   7.575e+00  
OBS:  56312.066  r NULL   1.703e+01   2.992e+00  
OBS:  56312.090  i NULL   2.004e+01   5.045e+00  
OBS:  56312.113  z NULL   1.502e+01   5.441e+00  
OBS:  56320.043  g NULL   5.029e+00   6.174e+00  
OBS:  56320.051  r NULL   1.301e+01   2.516e+00  
OBS:  56320.059  i NULL   2.699e+01   3.703e+00  
OBS:  56320.070  z NULL   3.009e+01   4.435e+00  
OBS:  56328.047  g NULL   2.519e+00   3.362e+00  
OBS:  56328.055  r NULL   1.569e+01   2.438e+00  
OBS:  56328.070  i NULL   2.798e+01   4.093e+00  
OBS:  56328.086  z NULL   3.247e+01   6.813e+00  
END: 
