SURVEY: DES   
SNID:   38670   
IAUC:    UNKNOWN 
SNTYPE:  -9 
FILTERS: griz 
RA:      48.000000  deg 
DECL:    0.000000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0713    MW E(B-V) 
REDSHIFT_SPEC:    -9.0000 +-  9.0000  
 
HOST_GALAXY_GALID:   12066 
HOST_GALAXY_PHOTO-Z:   0.4925  +- 0.0458  




# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 74 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56236.312  g NULL   2.989e+00   7.811e+00  
OBS:  56236.324  r NULL  -2.620e+00   3.730e+00  
OBS:  56236.340  i NULL  -4.974e+00   6.081e+00  
OBS:  56237.074  z NULL   9.928e+00   7.014e+00  
OBS:  56237.340  g NULL  -9.347e+00   1.182e+01  
OBS:  56238.051  r NULL   1.685e+00   4.314e+00  
OBS:  56238.059  i NULL  -2.134e+00   5.468e+00  
OBS:  56238.340  g NULL   6.788e+00   1.063e+01  
OBS:  56243.047  z NULL   1.959e+01   8.337e+00  
OBS:  56243.320  g NULL   1.135e+01   4.226e+00  
OBS:  56243.336  r NULL   2.077e+01   3.338e+00  
OBS:  56244.039  i NULL   2.235e+01   7.052e+00  
OBS:  56244.309  g NULL   5.648e+00   4.152e+00  
OBS:  56244.320  r NULL   2.613e+01   3.281e+00  
OBS:  56245.047  z NULL   3.198e+01   5.051e+00  
OBS:  56245.320  g NULL   1.870e+01   4.289e+00  
OBS:  56246.055  r NULL   3.439e+01   2.503e+00  
OBS:  56246.070  i NULL   3.022e+01   3.943e+00  
DETECTION:  6 MJDs satisfy g+r+i+z 
OBS:  56247.223  g NULL   2.281e+01   3.072e+00  
OBS:  56247.230  z NULL   3.741e+01   4.449e+00  
OBS:  56248.305  r NULL   4.809e+01   2.585e+00  
OBS:  56248.316  i NULL   4.910e+01   4.347e+00  
OBS:  56258.152  g NULL   4.795e+01   1.270e+01  
OBS:  56258.168  z NULL   8.844e+01   6.219e+00  
OBS:  56258.273  r NULL   1.134e+02   8.088e+00  
OBS:  56258.281  i NULL   1.028e+02   1.278e+01  
OBS:  56261.266  g NULL   3.832e+01   1.015e+01  
OBS:  56261.273  r NULL   9.584e+01   4.598e+00  
OBS:  56261.281  i NULL   9.169e+01   7.258e+00  
OBS:  56261.289  z NULL   9.362e+01   5.210e+00  
OBS:  56275.152  g NULL   1.636e+01   3.368e+00  
OBS:  56275.172  r NULL   6.617e+01   2.622e+00  
OBS:  56275.191  i NULL   8.144e+01   4.775e+00  
OBS:  56275.203  z NULL   8.658e+01   5.577e+00  
OBS:  56283.203  g NULL   1.018e+01   6.301e+00  
OBS:  56283.211  r NULL   4.846e+01   3.476e+00  
OBS:  56283.215  i NULL   6.524e+01   5.964e+00  
OBS:  56283.223  z NULL   6.885e+01   5.214e+00  
OBS:  56288.199  g NULL   3.437e+00   1.179e+01  
OBS:  56288.215  r NULL   3.431e+01   6.225e+00  
OBS:  56289.109  i NULL   5.807e+01   7.177e+00  
OBS:  56289.125  z NULL   5.416e+01   5.525e+00  
OBS:  56292.098  g NULL  -1.697e+01   1.166e+01  
OBS:  56292.102  r NULL   2.130e+01   4.867e+00  
OBS:  56292.191  i NULL   3.624e+01   5.659e+00  
OBS:  56292.199  z NULL   5.745e+01   5.278e+00  
OBS:  56304.051  g NULL  -1.120e+00   2.485e+00  
OBS:  56304.055  r NULL   9.379e+00   1.683e+00  
OBS:  56304.070  i NULL   2.676e+01   2.578e+00  
OBS:  56304.086  z NULL   3.930e+01   4.011e+00  
OBS:  56312.055  g NULL   2.866e+00   7.569e+00  
OBS:  56312.066  r NULL   9.132e+00   2.973e+00  
OBS:  56312.090  i NULL   1.741e+01   5.039e+00  
OBS:  56312.113  z NULL   3.980e+01   5.484e+00  
OBS:  56320.043  g NULL  -5.230e+00   6.170e+00  
OBS:  56320.051  r NULL   8.860e+00   2.501e+00  
OBS:  56320.059  i NULL   9.653e+00   3.666e+00  
OBS:  56320.070  z NULL   2.360e+01   4.421e+00  
OBS:  56328.047  g NULL  -2.665e+00   3.354e+00  
OBS:  56328.055  r NULL   4.778e+00   2.411e+00  
OBS:  56328.070  i NULL   1.203e+01   4.058e+00  
OBS:  56328.086  z NULL   1.365e+01   6.789e+00  
OBS:  56336.062  g NULL  -1.519e+00   3.703e+00  
OBS:  56336.082  r NULL   5.027e+00   3.012e+00  
OBS:  56337.062  i NULL   1.243e+01   2.943e+00  
OBS:  56337.078  z NULL   1.604e+01   3.762e+00  
OBS:  56345.039  g NULL  -6.902e+00   7.141e+00  
OBS:  56345.055  r NULL   4.837e+00   3.774e+00  
OBS:  56346.055  i NULL   9.536e+00   5.993e+00  
OBS:  56348.027  z NULL   1.437e+01   5.029e+00  
OBS:  56350.023  g NULL   3.860e+00   6.831e+00  
OBS:  56350.027  r NULL   7.868e+00   3.941e+00  
OBS:  56350.035  i NULL   8.252e+00   6.687e+00  
OBS:  56351.023  z NULL   1.418e+01   6.105e+00  
END: 
