SURVEY: DES   
SNID:   129132   
IAUC:    UNKNOWN 
SNTYPE:  1 
FILTERS: griz 
RA:      48.000000  deg 
DECL:    0.000000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0713    MW E(B-V) 
REDSHIFT_SPEC:     0.8346 +-  0.0050  
 
HOST_GALAXY_GALID:   12608 
HOST_GALAXY_PHOTO-Z:   0.8252  +- 0.0261  




# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 28 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56304.051  g NULL   2.516e+00   2.493e+00  
OBS:  56304.055  r NULL   1.019e+01   1.686e+00  
OBS:  56304.070  i NULL   2.126e+01   2.558e+00  
OBS:  56304.086  z NULL   1.540e+01   3.949e+00  
OBS:  56312.055  g NULL   9.355e-02   7.572e+00  
OBS:  56312.066  r NULL   2.370e+01   3.016e+00  
OBS:  56312.090  i NULL   4.579e+01   5.110e+00  
OBS:  56312.113  z NULL   3.840e+01   5.482e+00  
OBS:  56320.043  g NULL   1.509e+01   6.181e+00  
OBS:  56320.051  r NULL   3.465e+01   2.598e+00  
OBS:  56320.059  i NULL   5.245e+01   3.814e+00  
OBS:  56320.070  z NULL   4.198e+01   4.472e+00  
DETECTION:  6 MJDs satisfy g+r+i+z 
OBS:  56328.047  g NULL   7.017e+00   3.365e+00  
OBS:  56328.055  r NULL   1.972e+01   2.457e+00  
OBS:  56328.070  i NULL   5.290e+01   4.194e+00  
OBS:  56328.086  z NULL   4.457e+01   6.839e+00  
OBS:  56336.062  g NULL   7.150e+00   3.709e+00  
OBS:  56336.082  r NULL   1.550e+01   3.036e+00  
OBS:  56337.062  i NULL   4.383e+01   3.070e+00  
OBS:  56337.078  z NULL   3.758e+01   3.821e+00  
OBS:  56345.039  g NULL   4.138e+00   7.141e+00  
OBS:  56345.055  r NULL   7.077e+00   3.780e+00  
OBS:  56346.055  i NULL   3.267e+01   6.029e+00  
OBS:  56348.027  z NULL   2.542e+01   5.048e+00  
OBS:  56350.023  g NULL   6.235e+00   6.832e+00  
OBS:  56350.027  r NULL   1.008e+01   3.945e+00  
OBS:  56350.035  i NULL   3.151e+01   6.717e+00  
OBS:  56351.023  z NULL   2.721e+01   6.122e+00  
END: 
