SURVEY: DES   
SNID:   114345   
IAUC:    UNKNOWN 
SNTYPE:  1 
FILTERS: griz 
RA:      48.000000  deg 
DECL:    0.000000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0713    MW E(B-V) 
REDSHIFT_SPEC:     0.5898 +-  0.0050  
 
HOST_GALAXY_GALID:   10621 
HOST_GALAXY_PHOTO-Z:   0.6068  +- 0.0166  




# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 83 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56178.234  g NULL   1.359e+01   1.049e+01  
OBS:  56178.250  r NULL   5.849e+01   7.936e+00  
OBS:  56178.266  i NULL   8.179e+01   9.451e+00  
OBS:  56179.211  z NULL   9.833e+01   5.647e+00  
OBS:  56180.219  g NULL   8.960e+00   3.241e+00  
OBS:  56180.234  r NULL   5.672e+01   2.693e+00  
OBS:  56180.250  i NULL   7.679e+01   4.573e+00  
OBS:  56188.191  z NULL   7.229e+01   2.737e+01  
OBS:  56188.340  g NULL   2.524e+00   2.559e+01  
OBS:  56188.355  r NULL   3.948e+01   4.253e+00  
DETECTION:  6 MJDs satisfy g+r+i+z 
OBS:  56189.195  i NULL   1.079e+01   3.097e+01  
OBS:  56194.215  g NULL   1.901e+00   4.771e+00  
OBS:  56194.223  r NULL   3.467e+01   5.470e+00  
OBS:  56194.227  z NULL   6.091e+01   6.651e+00  
OBS:  56200.234  i NULL   3.763e+01   1.201e+01  
OBS:  56208.160  g NULL   3.213e+00   2.979e+00  
OBS:  56208.176  r NULL   1.401e+01   2.453e+00  
OBS:  56208.191  z NULL   3.940e+01   5.001e+00  
OBS:  56210.156  i NULL   2.611e+01   7.049e+00  
OBS:  56216.164  g NULL   3.901e+00   2.691e+00  
OBS:  56216.176  r NULL   7.716e+00   2.049e+00  
OBS:  56216.191  z NULL   4.607e+01   4.145e+00  
OBS:  56219.211  i NULL   2.143e+01   3.025e+00  
OBS:  56221.148  g NULL   8.804e+00   1.592e+01  
OBS:  56221.160  r NULL   6.754e+00   6.054e+00  
