SURVEY: DES   
SNID:   59514   
IAUC:    UNKNOWN 
SNTYPE:  -9 
FILTERS: griz 
RA:      52.500000  deg 
DECL:    -27.500000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0097    MW E(B-V) 
REDSHIFT_SPEC:    -9.0000 +-  9.0000  
 
HOST_GALAXY_GALID:   12194 
HOST_GALAXY_PHOTO-Z:   0.3294  +- 0.0327  




# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 117 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56188.160  g NULL   9.647e+00   5.690e+00  
OBS:  56188.176  r NULL   1.030e+01   5.572e+00  
OBS:  56188.211  i NULL  -1.417e-02   4.519e+00  
OBS:  56188.238  z NULL  -9.956e-01   3.399e+00  
OBS:  56189.254  g NULL   4.557e+00   2.295e+00  
OBS:  56189.270  r NULL   8.656e-01   3.268e+00  
OBS:  56189.281  i NULL   1.984e+00   9.045e+00  
OBS:  56189.312  z NULL   1.098e-01   2.964e+00  
OBS:  56194.258  g NULL   3.039e+01   2.743e+00  
OBS:  56194.270  r NULL  -7.937e-01   1.486e+00  
OBS:  56194.285  i NULL  -1.971e+00   2.291e+00  
OBS:  56194.305  z NULL   1.367e-01   2.384e+00  
OBS:  56202.160  g NULL   5.174e+01   4.919e+00  
OBS:  56202.176  r NULL   7.152e+00   2.328e+00  
OBS:  56202.191  i NULL  -1.062e+00   4.163e+00  
OBS:  56202.215  z NULL   6.177e+00   2.714e+00  
OBS:  56210.172  g NULL   3.148e+01   3.775e+00  
OBS:  56210.188  r NULL   2.140e+01   3.245e+00  
OBS:  56210.203  i NULL   1.983e+01   3.234e+00  
OBS:  56210.234  z NULL   2.095e+01   3.867e+00  
DETECTION:  6 MJDs satisfy g+r+i+z 
OBS:  56218.172  g NULL   2.803e+01   1.425e+00  
OBS:  56218.191  r NULL   2.852e+01   1.115e+00  
OBS:  56218.211  i NULL   2.672e+01   1.592e+00  
OBS:  56219.156  z NULL   3.225e+01   2.029e+00  
OBS:  56221.273  g NULL   1.962e+01   3.965e+00  
OBS:  56221.281  r NULL   4.395e+01   5.653e+00  
OBS:  56221.297  i NULL   2.824e+01   4.521e+00  
OBS:  56221.324  z NULL   3.401e+01   1.441e+01  
OBS:  56222.074  g NULL   2.403e+01   5.943e+00  
OBS:  56222.090  r NULL   2.254e+01   2.669e+00  
OBS:  56222.113  i NULL   2.127e+01   3.353e+00  
OBS:  56222.133  z NULL   3.510e+01   5.101e+00  
OBS:  56228.059  g NULL   3.079e+01   7.723e+00  
OBS:  56228.066  r NULL   2.440e+01   2.442e+00  
OBS:  56228.086  i NULL   2.381e+01   5.132e+00  
OBS:  56228.109  z NULL   3.354e+01   4.183e+00  
OBS:  56229.047  g NULL   3.928e+00   2.392e+01  
OBS:  56229.059  r NULL   2.565e+01   3.886e+00  
OBS:  56229.074  i NULL   1.210e+01   5.433e+00  
OBS:  56229.102  z NULL   3.313e+01   4.890e+00  
OBS:  56230.059  g NULL   1.304e+01   6.583e+00  
OBS:  56230.102  r NULL   2.756e+01   2.967e+00  
OBS:  56230.113  i NULL   2.526e+01   5.200e+00  
OBS:  56230.145  z NULL   3.098e+01   2.730e+00  
OBS:  56231.043  g NULL   7.324e+00   6.054e+00  
OBS:  56231.059  r NULL   2.438e+01   2.598e+00  
OBS:  56231.070  i NULL   2.416e+01   4.268e+00  
OBS:  56231.102  z NULL   3.449e+01   3.343e+00  
OBS:  56235.039  g NULL   1.254e+01   5.201e+00  
OBS:  56235.047  r NULL   1.835e+01   3.730e+00  
OBS:  56235.062  i NULL   2.789e+01   4.229e+00  
OBS:  56235.090  z NULL   2.763e+01   8.249e+00  
OBS:  56236.047  g NULL   8.849e+00   4.889e+00  
OBS:  56236.062  r NULL   2.435e+01   2.707e+00  
OBS:  56236.074  i NULL   2.387e+01   5.245e+00  
OBS:  56236.105  z NULL   2.371e+01   5.339e+00  
OBS:  56237.039  g NULL   1.407e+01   3.186e+00  
OBS:  56237.051  r NULL   1.912e+01   2.248e+00  
OBS:  56237.094  i NULL   2.135e+01   2.530e+00  
OBS:  56237.125  z NULL   3.786e+01   3.764e+00  
OBS:  56238.074  g NULL   8.839e+00   2.541e+00  
OBS:  56238.094  r NULL   1.837e+01   1.635e+00  
