SURVEY: DES   
SNID:   26600   
IAUC:    UNKNOWN 
SNTYPE:  1 
FILTERS: griz 
RA:      36.750000  deg 
DECL:    -4.500000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0283    MW E(B-V) 
REDSHIFT_SPEC:     0.5410 +-  0.0050  
 
HOST_GALAXY_GALID:   11813 
HOST_GALAXY_PHOTO-Z:   0.5332  +- 0.0329  




# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 83 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56178.188  g NULL  -4.194e+00   9.410e+00  
OBS:  56178.195  r NULL   3.281e+01   7.214e+00  
OBS:  56178.203  i NULL   5.542e+01   6.931e+00  
OBS:  56178.211  z NULL   6.749e+01   8.024e+00  
OBS:  56180.172  g NULL   1.153e+01   4.028e+00  
OBS:  56180.188  r NULL   4.449e+01   3.308e+00  
OBS:  56180.195  i NULL   5.778e+01   4.552e+00  
OBS:  56180.203  z NULL   6.224e+01   5.107e+00  
OBS:  56188.148  g NULL  -1.799e+01   1.796e+01  
OBS:  56188.289  r NULL   2.764e+01   4.048e+00  
OBS:  56188.297  i NULL   4.554e+01   8.200e+00  
OBS:  56188.312  z NULL   5.656e+01   5.507e+00  
DETECTION:  6 MJDs satisfy g+r+i+z 
OBS:  56194.145  g NULL  -1.809e+00   4.682e+00  
OBS:  56194.156  r NULL   1.845e+01   2.790e+00  
OBS:  56194.172  i NULL   3.394e+01   4.695e+00  
OBS:  56194.188  z NULL   5.034e+01   4.573e+00  
OBS:  56207.188  g NULL   9.257e+00   4.374e+00  
OBS:  56207.195  r NULL   1.529e+01   3.476e+00  
OBS:  56207.203  i NULL   2.036e+01   6.266e+00  
OBS:  56207.219  z NULL   4.210e+01   6.009e+00  
OBS:  56215.195  g NULL   4.248e+00   2.686e+00  
OBS:  56215.203  r NULL   9.584e+00   2.187e+00  
OBS:  56215.211  i NULL   1.897e+01   2.670e+00  
OBS:  56215.227  z NULL   2.643e+01   3.469e+00  
OBS:  56221.090  g NULL   1.224e+00   6.270e+00  
OBS:  56221.105  r NULL   2.364e+00   5.083e+00  
OBS:  56221.113  i NULL   1.708e+01   5.592e+00  
OBS:  56221.117  z NULL   2.011e+01   7.718e+00  
OBS:  56222.270  g NULL   3.177e+00   7.733e+00  
OBS:  56222.273  r NULL   8.995e+00   5.703e+00  
OBS:  56222.281  i NULL   3.317e+01   1.700e+01  
OBS:  56222.289  z NULL   3.320e+01   8.093e+00  
OBS:  56228.234  g NULL  -2.956e+01   1.236e+01  
OBS:  56228.242  r NULL   1.098e+01   5.576e+00  
OBS:  56228.258  i NULL   1.399e+01   1.203e+01  
OBS:  56228.270  z NULL   2.558e+01   6.669e+00  
OBS:  56229.258  g NULL  -1.572e+01   1.721e+01  
OBS:  56229.270  r NULL   5.959e+00   8.067e+00  
OBS:  56229.285  i NULL  -1.145e+01   1.507e+01  
OBS:  56229.297  z NULL   2.913e+01   8.919e+00  
OBS:  56230.273  g NULL   4.100e+00   1.383e+01  
OBS:  56230.277  r NULL   1.115e+01   6.412e+00  
OBS:  56230.285  i NULL   3.671e+01   1.122e+01  
OBS:  56230.293  z NULL   2.063e+01   6.172e+00  
OBS:  56231.242  g NULL  -1.258e+01   9.780e+00  
OBS:  56231.258  r NULL   1.247e+01   4.954e+00  
OBS:  56231.273  i NULL   1.391e+01   9.664e+00  
OBS:  56231.277  z NULL   2.350e+01   5.327e+00  
OBS:  56235.242  g NULL   1.782e+00   6.867e+00  
OBS:  56235.258  r NULL   1.042e+01   3.920e+00  
OBS:  56235.270  i NULL   1.842e+01   7.261e+00  
OBS:  56235.277  z NULL   2.406e+01   6.998e+00  
OBS:  56236.258  g NULL  -2.292e+00   6.536e+00  
OBS:  56236.270  r NULL   1.089e+01   4.263e+00  
OBS:  56236.277  i NULL   1.643e+01   6.009e+00  
OBS:  56236.285  z NULL   2.113e+01   7.817e+00  
OBS:  56237.289  g NULL   1.272e+01   2.675e+01  
OBS:  56237.297  r NULL   2.890e+01   4.069e+01  
OBS:  56237.301  i NULL   1.167e+02   4.389e+01  
OBS:  56237.316  z NULL   2.468e+01   2.568e+01  
