SURVEY: DES   
SNID:   25146   
IAUC:    UNKNOWN 
SNTYPE:  1 
FILTERS: griz 
RA:      52.500000  deg 
DECL:    -27.500000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0097    MW E(B-V) 
REDSHIFT_SPEC:     0.5492 +-  0.0050  
 
HOST_GALAXY_GALID:   16701 
HOST_GALAXY_PHOTO-Z:   0.5566  +- 0.0253  




# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 55 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56273.160  g NULL   9.463e+00   1.775e+00  
OBS:  56273.176  r NULL   2.285e+01   1.300e+00  
OBS:  56273.188  i NULL   1.457e+01   2.048e+00  
OBS:  56273.219  z NULL   1.651e+01   2.274e+00  
OBS:  56281.160  g NULL   2.468e+01   2.169e+00  
OBS:  56281.184  r NULL   6.922e+01   1.846e+00  
OBS:  56281.203  i NULL   5.286e+01   2.068e+00  
OBS:  56281.227  z NULL   5.561e+01   2.520e+00  
DETECTION:  6 MJDs satisfy g+r+i+z 
OBS:  56288.086  g NULL   3.369e+01   4.914e+00  
OBS:  56288.094  r NULL   1.009e+02   2.856e+00  
OBS:  56288.109  i NULL   7.692e+01   3.394e+00  
OBS:  56288.141  z NULL   8.229e+01   3.012e+00  
OBS:  56289.227  g NULL   4.553e+01   6.564e+00  
OBS:  56289.242  r NULL   1.058e+02   3.365e+00  
OBS:  56289.258  i NULL   8.185e+01   5.318e+00  
OBS:  56292.035  z NULL   8.851e+01   2.649e+00  
OBS:  56292.141  g NULL   3.426e+01   3.161e+00  
OBS:  56292.156  r NULL   1.075e+02   2.694e+00  
OBS:  56292.172  i NULL   8.109e+01   3.075e+00  
OBS:  56303.039  g NULL   1.320e+01   1.428e+00  
OBS:  56303.051  r NULL   7.727e+01   1.734e+00  
OBS:  56303.070  i NULL   7.239e+01   1.981e+00  
OBS:  56303.094  z NULL   8.241e+01   2.698e+00  
OBS:  56311.043  g NULL   6.493e+00   2.682e+00  
OBS:  56311.055  r NULL   4.510e+01   1.738e+00  
OBS:  56311.074  i NULL   5.811e+01   2.637e+00  
OBS:  56311.098  z NULL   5.576e+01   2.653e+00  
OBS:  56317.125  g NULL   9.594e+00   4.224e+00  
OBS:  56317.141  r NULL   3.312e+01   1.972e+00  
OBS:  56318.109  i NULL   4.381e+01   2.908e+00  
OBS:  56318.141  z NULL   4.932e+01   3.118e+00  
OBS:  56321.090  g NULL   1.114e+01   6.634e+00  
OBS:  56321.098  r NULL   2.191e+01   2.931e+00  
OBS:  56321.109  i NULL   4.300e+01   3.508e+00  
OBS:  56321.141  z NULL   4.919e+01   3.101e+00  
OBS:  56332.039  g NULL   2.945e-01   1.463e+00  
OBS:  56332.051  r NULL   1.133e+01   1.006e+00  
OBS:  56332.070  i NULL   1.891e+01   1.630e+00  
OBS:  56332.094  z NULL   3.779e+01   2.675e+00  
OBS:  56340.043  g NULL   7.832e-01   2.750e+00  
OBS:  56340.055  r NULL   7.977e+00   1.657e+00  
OBS:  56340.074  i NULL   1.399e+01   2.736e+00  
OBS:  56340.098  z NULL   2.691e+01   3.025e+00  
OBS:  56348.055  g NULL   2.381e+00   3.250e+00  
OBS:  56348.070  r NULL   5.723e+00   2.104e+00  
OBS:  56349.004  i NULL   1.489e+01   2.373e+00  
OBS:  56349.027  z NULL   2.627e+01   2.478e+00  
OBS:  56350.043  g NULL  -2.514e+00   3.836e+00  
OBS:  56350.055  r NULL   8.781e+00   1.824e+00  
OBS:  56350.070  i NULL   1.253e+01   3.170e+00  
OBS:  56350.098  z NULL   1.798e+01   4.872e+00  
OBS:  56351.043  g NULL  -5.446e+00   3.353e+00  
OBS:  56351.055  r NULL   6.800e+00   1.768e+00  
OBS:  56351.070  i NULL   4.312e+00   3.061e+00  
OBS:  56351.098  z NULL   2.267e+01   4.800e+00  
END: 
