SURVEY: DES   
SNID:   29492   
IAUC:    UNKNOWN 
SNTYPE:  1 
FILTERS: griz 
RA:      52.500000  deg 
DECL:    -27.500000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0097    MW E(B-V) 
REDSHIFT_SPEC:     0.6007 +-  0.0050  
 
HOST_GALAXY_GALID:   13186 
HOST_GALAXY_PHOTO-Z:   0.5819  +- 0.0415  




# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 16 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56340.043  g NULL   5.912e+00   2.762e+00  
OBS:  56340.055  r NULL   1.915e+01   1.695e+00  
OBS:  56340.074  i NULL   1.790e+01   2.745e+00  
OBS:  56340.098  z NULL   2.052e+01   3.007e+00  
OBS:  56348.055  g NULL   2.216e+01   3.304e+00  
OBS:  56348.070  r NULL   7.007e+01   2.491e+00  
OBS:  56349.004  i NULL   6.138e+01   2.636e+00  
OBS:  56349.027  z NULL   6.306e+01   2.704e+00  
DETECTION:  6 MJDs satisfy g+r+i+z 
OBS:  56350.043  g NULL   3.123e+01   3.903e+00  
OBS:  56350.055  r NULL   7.802e+01   2.351e+00  
OBS:  56350.070  i NULL   6.582e+01   3.403e+00  
OBS:  56350.098  z NULL   6.522e+01   5.013e+00  
OBS:  56351.043  g NULL   2.932e+01   3.423e+00  
OBS:  56351.055  r NULL   8.205e+01   2.360e+00  
OBS:  56351.070  i NULL   7.894e+01   3.408e+00  
OBS:  56351.098  z NULL   7.506e+01   4.985e+00  
END: 
