SURVEY: DES   
SNID:   145432   
IAUC:    UNKNOWN 
SNTYPE:  -9 
FILTERS: griz 
RA:      48.000000  deg 
DECL:    0.000000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0713    MW E(B-V) 
REDSHIFT_SPEC:    -9.0000 +-  9.0000  
 
HOST_GALAXY_GALID:   19241 
HOST_GALAXY_PHOTO-Z:   0.8053  +- 0.0343  




# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 66 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56243.047  z NULL  -3.833e+00   8.327e+00  
OBS:  56243.320  g NULL  -1.611e+00   4.201e+00  
OBS:  56243.336  r NULL   1.062e+00   3.300e+00  
OBS:  56244.039  i NULL   1.182e+01   7.038e+00  
OBS:  56244.309  g NULL  -2.425e+00   4.125e+00  
OBS:  56244.320  r NULL   5.833e+00   3.228e+00  
OBS:  56245.047  z NULL   9.852e+00   5.015e+00  
OBS:  56245.320  g NULL  -2.984e+00   4.232e+00  
OBS:  56246.055  r NULL   8.288e+00   2.393e+00  
OBS:  56246.070  i NULL   1.276e+01   3.897e+00  
OBS:  56247.223  g NULL   4.086e+00   2.986e+00  
OBS:  56247.230  z NULL   1.028e+01   4.391e+00  
OBS:  56248.305  r NULL   1.168e+01   2.391e+00  
OBS:  56248.316  i NULL   1.874e+01   4.250e+00  
OBS:  56258.152  g NULL  -5.966e+00   1.264e+01  
OBS:  56258.168  z NULL   2.956e+01   6.012e+00  
OBS:  56258.273  r NULL   1.999e+01   7.794e+00  
OBS:  56258.281  i NULL   5.184e+01   1.267e+01  
OBS:  56261.266  g NULL  -3.188e+01   1.011e+01  
OBS:  56261.273  r NULL   3.455e+01   4.248e+00  
OBS:  56261.281  i NULL   4.570e+01   7.094e+00  
OBS:  56261.289  z NULL   3.371e+01   4.938e+00  
DETECTION:  6 MJDs satisfy g+r+i+z 
OBS:  56275.152  g NULL   2.687e+00   3.319e+00  
OBS:  56275.172  r NULL   2.342e+01   2.306e+00  
OBS:  56275.191  i NULL   6.126e+01   4.660e+00  
OBS:  56275.203  z NULL   3.600e+01   5.373e+00  
OBS:  56283.203  g NULL   1.471e+01   6.294e+00  
OBS:  56283.211  r NULL   1.391e+01   3.348e+00  
OBS:  56283.215  i NULL   5.229e+01   5.915e+00  
OBS:  56283.223  z NULL   2.893e+01   5.078e+00  
OBS:  56288.199  g NULL  -2.445e+00   1.179e+01  
OBS:  56288.215  r NULL   1.537e+01   6.192e+00  
OBS:  56289.109  i NULL   4.780e+01   7.147e+00  
OBS:  56289.125  z NULL   3.633e+01   5.470e+00  
OBS:  56292.098  g NULL  -1.691e+00   1.165e+01  
OBS:  56292.102  r NULL   6.259e+00   4.839e+00  
OBS:  56292.191  i NULL   2.861e+01   5.639e+00  
OBS:  56292.199  z NULL   3.237e+01   5.198e+00  
OBS:  56304.051  g NULL  -1.041e+00   2.480e+00  
OBS:  56304.055  r NULL   5.397e+00   1.666e+00  
OBS:  56304.070  i NULL   1.896e+01   2.546e+00  
OBS:  56304.086  z NULL   2.092e+01   3.958e+00  
OBS:  56312.055  g NULL  -1.206e+01   7.571e+00  
OBS:  56312.066  r NULL   1.583e+00   2.964e+00  
OBS:  56312.090  i NULL   1.206e+01   5.030e+00  
OBS:  56312.113  z NULL   2.505e+01   5.451e+00  
OBS:  56320.043  g NULL   2.281e+00   6.168e+00  
OBS:  56320.051  r NULL   5.042e+00   2.492e+00  
OBS:  56320.059  i NULL   1.400e+01   3.667e+00  
OBS:  56320.070  z NULL   1.274e+01   4.403e+00  
OBS:  56328.047  g NULL   2.601e+00   3.351e+00  
OBS:  56328.055  r NULL  -1.286e+00   2.403e+00  
OBS:  56328.070  i NULL   1.190e+01   4.054e+00  
OBS:  56328.086  z NULL   1.332e+01   6.787e+00  
OBS:  56336.062  g NULL   4.544e+00   3.702e+00  
OBS:  56336.082  r NULL   1.017e+00   3.007e+00  
OBS:  56337.062  i NULL   5.403e+00   2.931e+00  
OBS:  56337.078  z NULL   7.837e-01   3.748e+00  
OBS:  56345.039  g NULL   3.488e+00   7.140e+00  
OBS:  56345.055  r NULL  -1.412e+00   3.771e+00  
OBS:  56346.055  i NULL   1.629e+01   5.995e+00  
OBS:  56348.027  z NULL   5.992e+00   5.021e+00  
OBS:  56350.023  g NULL  -8.794e+00   6.832e+00  
OBS:  56350.027  r NULL   1.232e+00   3.936e+00  
OBS:  56350.035  i NULL   7.035e-01   6.683e+00  
OBS:  56351.023  z NULL   1.738e+01   6.106e+00  
END: 
