SURVEY: DES   
SNID:   151548   
IAUC:    UNKNOWN 
SNTYPE:  33 
FILTERS: griz 
RA:      52.500000  deg 
DECL:    -27.500000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0097    MW E(B-V) 
REDSHIFT_SPEC:     0.2417 +-  0.0050  
 
HOST_GALAXY_GALID:   16263 
HOST_GALAXY_PHOTO-Z:   0.3325  +- 0.0716  




# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 51 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56281.160  g NULL  -3.482e+00   2.075e+00  
OBS:  56281.184  r NULL   4.517e-01   1.273e+00  
OBS:  56281.203  i NULL   8.452e-01   1.798e+00  
OBS:  56281.227  z NULL   1.243e+00   2.290e+00  
OBS:  56288.086  g NULL   8.327e+00   4.858e+00  
OBS:  56288.094  r NULL   1.804e+00   2.115e+00  
OBS:  56288.109  i NULL   1.115e+00   3.060e+00  
OBS:  56288.141  z NULL   8.637e+00   2.590e+00  
OBS:  56289.227  g NULL   2.184e+01   6.512e+00  
OBS:  56289.242  r NULL   5.360e+00   2.705e+00  
OBS:  56289.258  i NULL   1.234e+01   5.091e+00  
OBS:  56292.035  z NULL   5.532e+01   2.312e+00  
OBS:  56292.141  g NULL   4.070e+01   3.204e+00  
OBS:  56292.156  r NULL   3.354e+01   1.866e+00  
OBS:  56292.172  i NULL   4.006e+01   2.768e+00  
OBS:  56303.039  g NULL   4.279e+01   1.683e+00  
OBS:  56303.051  r NULL   5.915e+01   1.455e+00  
OBS:  56303.070  i NULL   6.921e+01   1.939e+00  
OBS:  56303.094  z NULL   7.883e+01   2.661e+00  
DETECTION:  6 MJDs satisfy g+r+i+z 
OBS:  56311.043  g NULL   1.575e+01   2.709e+00  
OBS:  56311.055  r NULL   4.825e+01   1.766e+00  
OBS:  56311.074  i NULL   5.970e+01   2.650e+00  
OBS:  56311.098  z NULL   6.695e+01   2.742e+00  
OBS:  56317.125  g NULL   5.140e+00   4.226e+00  
OBS:  56317.141  r NULL   3.341e+01   1.975e+00  
OBS:  56318.109  i NULL   4.532e+01   2.918e+00  
OBS:  56318.141  z NULL   5.663e+01   3.162e+00  
OBS:  56321.090  g NULL   1.424e+01   6.642e+00  
OBS:  56321.098  r NULL   2.883e+01   2.955e+00  
OBS:  56321.109  i NULL   4.143e+01   3.503e+00  
OBS:  56321.141  z NULL   5.475e+01   3.134e+00  
OBS:  56332.039  g NULL   2.006e+00   1.470e+00  
OBS:  56332.051  r NULL   1.536e+01   1.028e+00  
OBS:  56332.070  i NULL   2.590e+01   1.666e+00  
OBS:  56332.094  z NULL   3.436e+01   2.659e+00  
OBS:  56340.043  g NULL   3.623e+00   2.753e+00  
OBS:  56340.055  r NULL   1.512e+01   1.676e+00  
OBS:  56340.074  i NULL   1.981e+01   2.749e+00  
OBS:  56340.098  z NULL   2.571e+01   3.021e+00  
OBS:  56348.055  g NULL   4.283e+00   3.253e+00  
OBS:  56348.070  r NULL   8.854e+00   2.108e+00  
OBS:  56349.004  i NULL   1.592e+01   2.375e+00  
OBS:  56349.027  z NULL   1.485e+01   2.445e+00  
OBS:  56350.043  g NULL   3.055e+00   3.838e+00  
OBS:  56350.055  r NULL   6.373e+00   1.821e+00  
OBS:  56350.070  i NULL   8.767e+00   3.166e+00  
OBS:  56350.098  z NULL   1.272e+01   4.866e+00  
OBS:  56351.043  g NULL   3.675e+00   3.353e+00  
OBS:  56351.055  r NULL   7.759e+00   1.769e+00  
OBS:  56351.070  i NULL   1.058e+01   3.066e+00  
OBS:  56351.098  z NULL   2.742e+01   4.808e+00  
END: 
