SURVEY: DES   
SNID:   94977   
IAUC:    UNKNOWN 
SNTYPE:  1 
FILTERS: griz 
RA:      48.000000  deg 
DECL:    0.000000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0713    MW E(B-V) 
REDSHIFT_SPEC:     0.3359 +-  0.0050  
 
HOST_GALAXY_GALID:   19570 
HOST_GALAXY_PHOTO-Z:   0.3409  +- 0.0321  




# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 75 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56178.234  g NULL   4.171e+01   1.055e+01  
OBS:  56178.250  r NULL   1.217e+02   8.205e+00  
OBS:  56178.266  i NULL   1.414e+02   9.708e+00  
OBS:  56179.211  z NULL   7.455e+01   5.519e+00  
OBS:  56180.219  g NULL   3.282e+01   3.366e+00  
OBS:  56180.234  r NULL   1.143e+02   3.308e+00  
OBS:  56180.250  i NULL   1.367e+02   5.061e+00  
DETECTION:  6 MJDs satisfy g+r+i+z 
OBS:  56188.191  z NULL   1.044e+02   2.740e+01  
OBS:  56188.340  g NULL   4.327e+01   2.564e+01  
OBS:  56188.355  r NULL   7.504e+01   4.445e+00  
OBS:  56189.195  i NULL   9.717e+01   3.104e+01  
OBS:  56194.215  g NULL   1.486e+01   4.796e+00  
OBS:  56194.223  r NULL   5.302e+01   5.543e+00  
OBS:  56194.227  z NULL   7.930e+01   6.721e+00  
OBS:  56200.234  i NULL   6.775e+01   1.206e+01  
OBS:  56208.160  g NULL   9.656e+00   2.993e+00  
OBS:  56208.176  r NULL   2.594e+01   2.500e+00  
OBS:  56208.191  z NULL   5.271e+01   5.044e+00  
OBS:  56210.156  i NULL   6.757e+01   7.151e+00  
OBS:  56216.164  g NULL   6.985e+00   2.704e+00  
OBS:  56216.176  r NULL   1.884e+01   2.085e+00  
OBS:  56216.191  z NULL   3.150e+01   4.095e+00  
OBS:  56219.211  i NULL   3.375e+01   3.079e+00  
OBS:  56221.148  g NULL   9.167e+00   1.592e+01  
OBS:  56221.160  r NULL   2.099e+01   6.074e+00  
OBS:  56221.176  z NULL   5.723e+01   1.544e+01  
OBS:  56222.105  i NULL   3.548e+01   9.226e+00  
OBS:  56222.312  g NULL  -3.392e+00   4.114e+00  
OBS:  56222.324  r NULL   1.989e+01   1.518e+01  
OBS:  56222.340  z NULL   6.105e+01   4.088e+01  
OBS:  56228.297  g NULL  -1.772e+01   1.504e+01  
OBS:  56228.305  r NULL   4.815e+00   5.500e+00  
OBS:  56228.312  i NULL   3.483e+01   9.440e+00  
OBS:  56228.320  z NULL   2.808e+01   5.828e+00  
OBS:  56229.320  g NULL  -3.987e-01   1.406e+01  
OBS:  56229.332  r NULL   2.088e+01   7.267e+00  
OBS:  56229.348  i NULL   2.790e+01   1.296e+01  
OBS:  56230.070  z NULL   1.761e+01   7.144e+00  
OBS:  56230.316  g NULL   3.567e+00   1.368e+01  
OBS:  56230.328  r NULL   1.477e+01   6.683e+00  
OBS:  56230.344  i NULL   2.506e+01   1.240e+01  
OBS:  56231.301  g NULL   9.119e+00   1.166e+01  
OBS:  56231.316  r NULL   6.247e+00   6.025e+00  
OBS:  56231.328  i NULL   4.289e+01   1.050e+01  
OBS:  56231.344  z NULL   2.198e+01   5.808e+00  
OBS:  56235.297  g NULL   1.525e+01   9.645e+00  
OBS:  56235.312  r NULL   8.649e+00   4.670e+00  
OBS:  56235.324  i NULL   3.111e+01   6.674e+00  
OBS:  56235.340  z NULL   3.032e+01   6.776e+00  
OBS:  56236.312  g NULL   7.808e+00   7.815e+00  
OBS:  56236.324  r NULL   1.790e+01   3.751e+00  
OBS:  56236.340  i NULL   2.758e+01   6.110e+00  
OBS:  56237.074  z NULL   2.727e+01   7.032e+00  
OBS:  56237.340  g NULL  -4.402e+00   1.182e+01  
OBS:  56238.051  r NULL   1.421e+01   4.326e+00  
OBS:  56238.059  i NULL   1.883e+01   5.487e+00  
OBS:  56238.340  g NULL  -8.787e+00   1.063e+01  
OBS:  56243.047  z NULL   7.779e+00   8.330e+00  
OBS:  56243.320  g NULL   2.160e+00   4.206e+00  
OBS:  56243.336  r NULL   1.659e+01   3.320e+00  
OBS:  56244.039  i NULL   2.557e+01   7.055e+00  
OBS:  56244.309  g NULL  -4.745e+00   4.131e+00  
OBS:  56244.320  r NULL   1.047e+01   3.238e+00  
OBS:  56245.047  z NULL   1.863e+01   5.025e+00  
OBS:  56245.320  g NULL   4.982e+00   4.239e+00  
OBS:  56246.055  r NULL   1.089e+01   2.402e+00  
OBS:  56246.070  i NULL   2.280e+01   3.918e+00  
OBS:  56247.223  g NULL  -4.203e+00   2.990e+00  
OBS:  56247.230  z NULL   1.298e+01   4.395e+00  
OBS:  56248.305  r NULL   1.225e+01   2.395e+00  
OBS:  56248.316  i NULL   2.715e+01   4.267e+00  
OBS:  56258.152  g NULL   9.198e+00   1.264e+01  
OBS:  56258.168  z NULL   5.535e+00   5.985e+00  
OBS:  56258.273  r NULL   1.410e+01   7.785e+00  
OBS:  56258.281  i NULL   1.180e+01   1.263e+01  
END: 
