SURVEY: DES   
SNID:   34593   
IAUC:    UNKNOWN 
SNTYPE:  -9 
FILTERS: griz 
RA:      48.000000  deg 
DECL:    0.000000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0713    MW E(B-V) 
REDSHIFT_SPEC:    -9.0000 +-  9.0000  
 
HOST_GALAXY_GALID:   16138 
HOST_GALAXY_PHOTO-Z:   0.7099  +- 0.0171  




# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 40 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56283.203  g NULL   5.897e+00   6.286e+00  
OBS:  56283.211  r NULL   5.899e-01   3.327e+00  
OBS:  56283.215  i NULL   6.757e+00   5.819e+00  
OBS:  56283.223  z NULL   1.322e+01   5.049e+00  
OBS:  56288.199  g NULL   7.714e+00   1.179e+01  
OBS:  56288.215  r NULL   5.210e+00   6.183e+00  
OBS:  56289.109  i NULL   8.807e+00   7.084e+00  
OBS:  56289.125  z NULL   1.290e+01   5.429e+00  
OBS:  56292.098  g NULL   7.650e+00   1.165e+01  
OBS:  56292.102  r NULL   3.010e+00   4.837e+00  
OBS:  56292.191  i NULL   1.419e+01   5.612e+00  
OBS:  56292.199  z NULL   1.800e+01   5.172e+00  
OBS:  56304.051  g NULL   4.261e+00   2.497e+00  
OBS:  56304.055  r NULL   2.334e+01   1.750e+00  
OBS:  56304.070  i NULL   3.258e+01   2.609e+00  
OBS:  56304.086  z NULL   4.029e+01   4.013e+00  
OBS:  56312.055  g NULL  -3.890e+00   7.571e+00  
OBS:  56312.066  r NULL   1.762e+01   2.998e+00  
OBS:  56312.090  i NULL   3.628e+01   5.081e+00  
OBS:  56312.113  z NULL   3.670e+01   5.478e+00  
DETECTION:  6 MJDs satisfy g+r+i+z 
OBS:  56320.043  g NULL  -9.627e-01   6.170e+00  
OBS:  56320.051  r NULL   1.264e+01   2.514e+00  
OBS:  56320.059  i NULL   3.023e+01   3.713e+00  
OBS:  56320.070  z NULL   3.025e+01   4.438e+00  
OBS:  56328.047  g NULL  -5.425e+00   3.354e+00  
OBS:  56328.055  r NULL   1.227e+01   2.423e+00  
OBS:  56328.070  i NULL   1.366e+01   4.064e+00  
OBS:  56328.086  z NULL   3.698e+01   6.820e+00  
OBS:  56336.062  g NULL   7.406e+00   3.703e+00  
OBS:  56336.082  r NULL   5.790e+00   3.013e+00  
OBS:  56337.062  i NULL   9.539e+00   2.940e+00  
OBS:  56337.078  z NULL   2.129e+01   3.772e+00  
OBS:  56345.039  g NULL   1.852e+00   7.139e+00  
OBS:  56345.055  r NULL  -6.651e+00   3.774e+00  
OBS:  56346.055  i NULL   8.055e+00   5.991e+00  
OBS:  56348.027  z NULL   1.052e+01   5.026e+00  
OBS:  56350.023  g NULL   7.824e+00   6.831e+00  
OBS:  56350.027  r NULL   1.651e+00   3.937e+00  
OBS:  56350.035  i NULL   1.158e+01   6.687e+00  
OBS:  56351.023  z NULL   1.264e+01   6.103e+00  
END: 
