SURVEY: DES   
SNID:   41   
IAUC:    UNKNOWN 
SNTYPE:  -9 
FILTERS: griz 
RA:      34.500000  deg 
DECL:    -5.500000  deg 
FAKE:    3   (=> BLIND-TEST simulation) 
MWEBV:   0.0227    MW E(B-V) 
REDSHIFT_SPEC:    -9.0000 +-  9.0000  
 
HOST_GALAXY_GALID:   19513 
HOST_GALAXY_PHOTO-Z:   0.8642  +- 0.0171  




# ============================================ 
# TERSE LIGHT CURVE OUTPUT: 
#
NOBS: 41 
NVAR: 5 
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR   
OBS:  56267.156  i NULL   2.217e+00   2.211e+00  
OBS:  56267.180  z NULL  -6.281e-01   3.049e+00  
OBS:  56274.160  g NULL   1.302e+00   2.033e+00  
OBS:  56274.176  r NULL   1.241e+00   1.445e+00  
OBS:  56275.223  i NULL   5.136e+00   3.010e+00  
OBS:  56276.191  z NULL   6.482e+00   3.404e+00  
OBS:  56282.160  g NULL   7.312e+00   3.406e+00  
OBS:  56282.184  r NULL   5.365e+00   2.183e+00  
OBS:  56287.160  i NULL   1.745e+01   4.999e+00  
OBS:  56287.191  z NULL   1.862e+01   3.911e+00  
OBS:  56289.035  g NULL  -9.452e+00   1.189e+01  
OBS:  56289.043  r NULL   2.090e+01   4.203e+00  
OBS:  56289.152  i NULL   1.894e+01   4.345e+00  
OBS:  56289.176  z NULL   1.443e+01   4.473e+00  
OBS:  56297.039  g NULL   1.079e+00   1.582e+00  
OBS:  56297.047  r NULL   1.303e+01   1.252e+00  
OBS:  56297.062  i NULL   2.378e+01   1.924e+00  
OBS:  56297.090  z NULL   2.234e+01   2.163e+00  
DETECTION:  6 MJDs satisfy g+r+i+z 
OBS:  56305.094  g NULL  -3.275e+00   1.646e+00  
OBS:  56305.102  r NULL   1.190e+01   1.325e+00  
OBS:  56305.113  i NULL   1.924e+01   2.227e+00  
OBS:  56306.043  z NULL   2.306e+01   2.747e+00  
OBS:  56313.047  g NULL  -2.825e+00   5.961e+00  
OBS:  56313.055  r NULL   4.770e+00   2.527e+00  
OBS:  56313.090  i NULL   2.069e+01   3.106e+00  
OBS:  56317.066  z NULL   1.860e+01   4.264e+00  
OBS:  56321.035  g NULL   5.789e+00   2.915e+00  
OBS:  56321.043  r NULL   4.204e+00   1.370e+00  
OBS:  56321.066  i NULL   1.513e+01   3.232e+00  
OBS:  56326.039  z NULL   1.440e+01   2.622e+00  
OBS:  56333.043  g NULL   3.547e+00   1.817e+00  
OBS:  56333.051  r NULL   1.292e+00   1.384e+00  
OBS:  56334.043  i NULL   4.786e+00   2.179e+00  
OBS:  56335.043  z NULL   1.530e+01   3.393e+00  
OBS:  56344.992  g NULL  -1.906e+00   4.327e+00  
OBS:  56345.000  r NULL   5.942e+00   1.864e+00  
OBS:  56345.016  i NULL   4.128e-01   3.451e+00  
OBS:  56345.992  z NULL   2.163e+00   3.699e+00  
OBS:  56349.996  g NULL   7.484e+00   3.966e+00  
OBS:  56350.004  r NULL  -1.082e+00   2.057e+00  
OBS:  56350.996  i NULL   1.038e+00   3.021e+00  
END: 
